surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
145.0,18,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,312000.0
203.0,1,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,795000.0
115.0,17,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,295000.0
83.0,30,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,285000.0
110.0,42,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,360000.0
289.0,1,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1450000.0
202.0,31,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,540000.0
220.0,31,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,610000.0
145.0,44,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,295000.0
125.0,34,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,395000.0
119.0,42,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,360000.0
60.0,23,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,196000.0
120.0,33,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,175000.0
125.0,1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,545000.0
140.0,16,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,420000.0
97.4,25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0
160.0,17,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,350000.0
78.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,230000.0
80.0,57,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185000.0
73.0,23,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,210000.0
70.0,23,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,335000.0
100.0,41,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
74.0,17,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0
80.0,24,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0
65.0,69,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169000.0
130.0,9,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0
155.0,42,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0
71.0,61,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,160000.0
70.0,33,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145000.0
114.0,5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,430000.0
750.0,3,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1550000.0
149.0,20,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,525000.0
157.0,16,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,410000.0
51.0,16,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,218000.0
106.0,49,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,259000.0
108.0,34,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,415000.0
